StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q125,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q4,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,Q145,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q156,Q157_First Click,Q157_Last Click,Q157_Page Submit,Q157_Click Count,Q167,Q168_First Click,Q168_Last Click,Q168_Page Submit,Q168_Click Count,Q178,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,Q225,Q226_First Click,Q226_Last Click,Q226_Page Submit,Q226_Click Count,Q227,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,Q229,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,Q231,Q232_First Click,Q232_Last Click,Q232_Page Submit,Q232_Click Count,Q5_1,Q6_1,Q227,Q229,Q231,Q233,Q235,Q237,Q104,Q47,Q48,Q132,Q105,Q127,Q128,Q133,Q52,Q129,Q130,Q134,Q92,Q97,Q98,Q99,Q100,Q8_1,Q62_1,Q63_1,Q64_1,Q83_1,Q66_1,Q67_1,Q68_1,Q69_1,Q74_1,Q75_1,Q76_1,Q77_1,Q80_1,Q81_1,Q91,Q38,Q40_1,Carta1_DO,Forbice1_DO,Sasso1_DO,Forbice2_DO,Carta2_DO,Sasso2_DO,Forbice3_DO,Carta3_DO,Sasso3_DO,Forbice4_DO,Carta4_DO,Sasso4_DO,Forbice5_DO,Carta5_DO,Sasso5_DO,Sasso6_DO,Carta6_DO,Forbice6_DO,Sasso7_DO,Carta7_DO,Forbice7_DO,Sasso8_DO,Carta8_DO,Forbice8_DO,Carta9_DO,Sasso9_DO,Forbice9_DO,Sasso10_DO,Carta10_DO,Forbice10_DO
2021-04-12 12:02:50,2021-04-12 12:11:26,0,185.44.214.152,100,515,1,2021-04-12 12:11:26,R_3kAlTRUoE53GoPg,,,,,45.4214019775391,12.0294036865234,anonymous,EN,aren2811,1,1.823,1.823,3.585,1,3,3.158,3.158,7.257,1,3,3.19,3.19,4.958,1,1,2.585,2.585,4.093,1,2,4.572,4.572,5.885,1,3,1.367,1.367,5.461,1,1,6.486,6.486,9.697,1,2,1.266,1.266,3.462,1,1,2.693,6.638,11.953,2,3,9.787,10.378,11.78,2,0,81,6,5,5,5,5,4,7,4,8,4,6,2,8,3,6,5,4,8,2,2,2,1,1,2,,,1,0,1,,,,,1,,,,2,femmina,23,27,carta,,,sasso,,,sasso,,,,sasso,,,,carta,,,carta,,sasso,,sasso,,,sasso,,,,,sasso
2021-04-12 12:03:09,2021-04-12 12:11:39,0,188.12.248.135,100,509,1,2021-04-12 12:11:39,R_2fJvvKtwKwTh8oc,,,,,45.2111968994141,11.8361968994141,anonymous,EN,LEAD1809,1,0.999,0.999,2.088,1,1,0.642,0.642,1.348,1,1,0.651,0.651,1.469,1,1,0.584,0.584,1.319,1,1,0.681,0.681,1.404,1,1,0.665,0.665,1.46,1,1,0.571,0.571,1.32,1,1,0.526,0.526,1.256,1,1,0.906,0.906,1.641,1,1,0.544,0.544,1.504,1,40,,3,2,5,2,2,3,5,5,8,8,5,2,8,3,4,4,8,2,3,3,2,1,2,,,,0,0,,,,,,,,,,,maschio,22,56,sasso,,,,sasso,,,carta,,,carta,,,sasso,sasso,,sasso,,,carta,,,forbice,,carta,,,,forbice,
2021-04-12 12:02:33,2021-04-12 12:11:39,0,95.232.11.227,100,545,1,2021-04-12 12:11:40,R_1qepOu5hPwULW3U,,,,,45.6618041992188,12.2427978515625,anonymous,EN,ican2812,1,15.759,15.759,17.395,1,3,10.324,10.324,11.374,1,2,1.599,1.599,2.741,1,3,1.599,1.599,2.721,1,3,2.027,2.027,3.206,1,1,8.939,8.939,10.062,1,3,3.844,3.844,5.087,1,1,1.482,1.482,2.738,1,2,4.993,4.993,6.114,1,1,1.991,1.991,3.092,1,60,60,2,2,5,3,3,5,7,4,8,8,6,3,8,8,7,5,5,8,2,2,2,3,2,0,1,2,0,0,2,1,4,2,5,7,7,2,2,4,M,23,0,forbice,,,carta,,,,,carta,carta,,,sasso,,,,sasso,,,,forbice,,forbice,,,sasso,,,forbice,
2021-04-12 12:04:15,2021-04-12 12:11:45,0,151.36.47.245,100,449,1,2021-04-12 12:11:45,R_2c8hIicjYZoq94Z,,,,,45.5050048828125,9.21989440917969,anonymous,EN,arst0111,1,1.827,1.827,2.914,1,2,0.891,0.891,1.536,1,3,0.66,0.66,1.455,1,1,0.783,0.783,1.57,1,2,0.701,0.701,1.665,1,2,0.742,0.742,1.576,1,1,1.201,1.201,2.248,1,2,0.5,0.5,1.408,1,3,0.616,0.616,1.376,1,1,1.83,1.83,2.732,1,21,60,1,1,1,1,1,1,6,4,8,8,2,2,8,8,5,4,3,8,1,1,1,1,1,,,,,,0,1,,,1,,,,,1,f,50,65,forbice,,,,,forbice,carta,,,,carta,,,,carta,forbice,,,,carta,,carta,,,,,Q209,,forbice,
2021-04-12 12:02:35,2021-04-12 12:12:01,0,188.218.101.147,100,565,1,2021-04-12 12:12:01,R_3IcQ3iZ5V5S1HIJ,,,,,45.4129943847656,11.8805999755859,anonymous,EN,imth1810,1,2.609,2.609,3.998,1,2,0.626,0.626,1.68,1,3,1.009,1.009,1.92,1,1,1.028,1.028,2.328,1,2,0.595,0.595,1.579,1,3,0.658,0.658,1.743,1,2,1.184,1.184,2.742,1,3,0.636,0.636,1.613,1,1,1.36,1.36,2.887,1,1,0.664,0.664,1.853,1,73,23,3,2,2,2,2,2,7,6,4,8,6,4,4,8,7,5,4,4,1,1,2,2,3,6,6,5,5,4,3,6,7,6,5,5,5,5,4,3,femmina,53,66,carta,,,,,forbice,carta,,,,sasso,,,,carta,,,sasso,carta,,,,,forbice,carta,,,,carta,
2021-04-12 12:03:25,2021-04-12 12:12:06,0,87.3.244.173,100,520,1,2021-04-12 12:12:06,R_1esqrg0Q6QTmwk2,,,,,44.0574951171875,12.5653076171875,anonymous,EN,ndes2301,1,5.292,5.292,6.443,1,2,1.746,1.746,2.354,1,3,1.552,1.552,2.425,1,1,0.525,0.525,1.158,1,3,0.616,0.616,1.35,1,2,0.35,0.35,0.988,1,1,0.366,0.502,1.501,2,3,0.418,0.418,1.314,1,3,0.341,1.726,1.981,3,1,0.201,0.585,1.168,2,50,30,5,3,5,1,1,1,5,4,2,3,3,1,1,1,5,4,3,2,1,1,1,2,1,1,3,,,0,,7,,,7,2,2,,6,7,uomo,26,0,carta,,,,,sasso,sasso,,,,sasso,,carta,,,carta,,,,carta,,,,forbice,,,forbice,,forbice,
2021-04-12 12:03:29,2021-04-12 12:12:15,0,37.161.136.52,100,525,1,2021-04-12 12:12:15,R_11Zma03oAx5PxfX,,,,,43.1479034423828,12.1096954345703,anonymous,EN,ARON0604,2,4.002,4.002,4.851,1,1,13.17,13.17,13.852,1,3,6.481,6.481,6.99,1,1,1.778,1.778,2.389,1,3,1.627,1.627,2.066,1,1,0.55,1.018,1.98,2,2,5.077,5.542,6.522,2,1,2.624,2.624,3.101,1,3,1.647,1.647,2.699,1,1,2.215,2.215,3.694,1,35,75,2,1,2,1,1,1,6,4,8,4,3,3,3,8,7,5,8,8,2,1,2,2,2,3,,,,3,4,,,2,5,7,,,,4,Uomo,25,20,,,carta,,carta,,forbice,,,,forbice,,sasso,,,,sasso,,sasso,,,,sasso,,,,Q209,,carta,
2021-04-12 12:03:12,2021-04-12 12:12:41,0,37.77.123.96,100,569,1,2021-04-12 12:12:42,R_3TSkrdzVPnFm20F,,,,,43.1479034423828,12.1096954345703,anonymous,EN,arbo0805,3,1.632,1.632,4.501,1,2,1.989,1.989,3.115,1,1,0.972,4.884,6.131,3,2,1.477,1.477,2.732,1,3,0.868,2.042,2.842,2,2,4.816,4.816,6.092,1,3,0.796,0.796,1.993,1,1,0.826,2.033,2.993,2,3,0.672,1.795,2.401,2,3,1.432,1.432,2.67,1,30,10,5,3,3,2,5,2,6,6,8,2,4,4,3,2,7,5,5,1,3,1,3,2,1,1,0,0,0,0,1,1,0,0,0,2,,,,,femmina,24,50,,sasso,,,,forbice,,forbice,,,,carta,carta,,,carta,,,,,forbice,,forbice,,,,forbice,,,sasso
2021-04-12 12:02:46,2021-04-12 12:12:54,0,79.44.213.141,100,608,1,2021-04-12 12:12:55,R_1otlTn551fH44DE,,,,,45.5431060791016,11.54150390625,anonymous,EN,read2307,1,25.111,27.564,28.617,2,3,7.375,7.375,10.172,1,3,7.533,9.994,10.96,2,1,0.7,0.7,1.401,1,3,4.385,4.385,5.603,1,3,5.677,5.677,6.739,1,2,11.344,17.779,19.016,3,1,1.74,4.656,5.496,3,3,1.057,1.057,1.88,1,2,3.493,3.493,6.298,1,80,50,4,3,3,3,3,3,4,7,5,2,4,7,5,2,5,7,5,2,2,1,2,2,2,1,,,,,1,,,,,,,,,,Femmina,24,13,forbice,,,sasso,,,sasso,,,,sasso,,forbice,,,,,carta,carta,,,,forbice,,,,Q209,forbice,,
2021-04-12 12:02:34,2021-04-12 12:13:02,0,93.34.225.141,100,628,1,2021-04-12 12:13:03,R_3nDfqRBjdVi3uXr,,,,,45.4096069335938,11.8946990966797,anonymous,EN,ores2706,3,8.628,8.628,10.19,1,2,5.939,5.939,7.068,1,3,6.388,6.388,7.222,1,1,5.88,5.88,6.936,1,3,5.209,5.209,6.038,1,2,9.17,9.17,9.971,1,3,3.878,3.878,4.511,1,1,5.154,5.154,5.932,1,2,2.894,2.894,3.61,1,3,3.193,3.193,3.945,1,0,80,2,2,2,2,2,2,3,2,8,8,2,2,8,3,3,4,8,3,3,2,2,2,2,9,2,1,2,2,3,1,3,4,2,4,1,1,2,7,M,25,44,,carta,,,,forbice,forbice,,,,carta,,carta,,,forbice,,,,,forbice,,carta,,,sasso,,,,carta
2021-04-12 12:02:41,2021-04-12 12:13:11,0,93.51.172.34,100,629,1,2021-04-12 12:13:11,R_1q3vn7voEGbq0Zf,,,,,45.4096069335938,11.8946990966797,anonymous,EN,miub2907,1,1.509,1.509,3.326,1,1,7.184,7.184,9.098,1,2,13.122,13.122,14.419,1,3,8.491,8.491,9.831,1,1,6.949,6.949,10.001,1,3,7.848,7.848,9.166,1,3,1.339,1.339,2.379,1,3,1.287,1.287,2.376,1,3,0.928,0.928,1.997,1,3,1.517,1.517,5.792,1,40,,7,6,1,5,4,6,4,4,4,8,2,4,3,3,5,5,4,2,3,2,1,2,2,3,3,,2,,2,,,,4,7,1,,,3,Femmina,22,46,sasso,,,,sasso,,,,sasso,forbice,,,,forbice,sasso,,,forbice,,,sasso,,,sasso,,,Q209,,,sasso
2021-04-12 12:03:04,2021-04-12 12:13:28,0,82.54.242.195,100,624,1,2021-04-12 12:13:28,R_3PdDbbeZbpL8c1C,,,,,45.4311981201172,12.3381958007813,anonymous,EN,teen1203,1,5.367,5.367,8.044,1,2,5.35,5.35,6.495,1,3,0.643,0.643,2.151,1,3,1.924,1.924,4.664,1,2,1.628,2.675,3.522,2,1,1.352,1.352,2.285,1,2,0.469,0.469,1.311,1,3,0.401,0.401,1.269,1,3,1.645,3.637,4.648,4,3,2.502,2.502,3.57,1,100,50,3,1,3,1,1,1,4,7,6,1,2,,4,3,7,6,6,1,2,1,3,2,2,4,,,,,4,,,,,3,,,2,0,Maschio,25,25,forbice,,,,,forbice,sasso,,,sasso,,,,,forbice,,forbice,,forbice,,,,,forbice,,,Q209,,,carta
2021-04-12 12:02:30,2021-04-12 12:14:13,0,87.8.9.44,100,703,1,2021-04-12 12:14:13,R_8doSzX9Poo6EMxj,,,,,45.6618041992188,12.2427978515625,anonymous,EN,ioir1403,2,4.931,4.931,5.858,1,2,0.499,0.499,1.386,1,2,0.506,0.506,1.436,1,2,0.61,0.61,1.44,1,2,0.393,0.393,1.211,1,2,0.488,0.488,1.427,1,2,0.711,0.711,1.675,1,2,0.423,0.423,1.218,1,1,0.567,0.567,1.419,1,3,0.607,0.607,1.337,1,50,42,1,1,1,1,1,1,6,6,8,2,4,3,3,3,6,4,8,8,3,2,2,2,2,0,1,0,0,0,1,1,0,0,0,2,0,0,0,4,f,24,11,,,forbice,,,sasso,,,sasso,,,sasso,,,carta,forbice,,,forbice,,,carta,,,carta,,,,,sasso
2021-04-12 12:04:29,2021-04-12 12:14:25,0,93.70.83.62,100,596,1,2021-04-12 12:14:26,R_2EBtl0pzCa7Lyjv,,,,,45.4317016601563,10.9859008789063,anonymous,EN,giacomo6,1,3.097,3.097,4.047,1,2,0.655,0.655,1.462,1,3,0.576,0.576,1.387,1,1,2.308,3.404,4.243,2,2,0.477,0.477,1.207,1,3,0.614,0.614,1.455,1,1,0.556,1.372,2.246,2,2,0.559,0.559,1.254,1,3,0.574,0.574,1.353,1,1,1.11,1.11,2.243,1,0,100,7,7,7,7,7,7,7,7,3,3,5,3,3,3,7,4,3,3,2,2,3,3,2,4,4,0,0,0,0,2,4,0,7,4,4,0,8,8,Uomo,24,65,sasso,,,,,forbice,sasso,,,,carta,,,,carta,,,sasso,,forbice,,carta,,,,,forbice,,forbice,
2021-04-12 12:06:46,2021-04-12 12:14:52,0,5.102.13.250,100,485,1,2021-04-12 12:14:52,R_2XoOHdi2ygqymf8,,,,,45.3415069580078,11.0014953613281,anonymous,EN,ofad1712,2,1.739,1.739,3.077,1,1,0.929,0.929,2.063,1,3,0.958,0.958,2.224,1,2,1.119,1.119,2.228,1,1,0.743,0.743,2.009,1,3,1.199,1.199,2.444,1,2,1.092,1.092,2.318,1,1,0.95,0.95,2.048,1,2,0.855,0.855,2.326,1,3,0.943,0.943,2.141,1,50,,3,3,3,3,3,3,5,7,4,1,4,1,3,8,5,5,4,8,2,2,3,2,1,5,,,,5,1,,,,2,2,,,3,3,F,25,25,,,forbice,,sasso,,forbice,,,,,forbice,,carta,sasso,,,carta,sasso,,,,sasso,,,carta,,,,carta
2021-04-12 12:02:59,2021-04-12 12:16:13,0,109.52.206.195,100,794,1,2021-04-12 12:16:13,R_1ovtpn0TbmupSWy,,,,,43.1479034423828,12.1096954345703,anonymous,EN,lero2004,1,11.511,11.511,13.346,1,2,15.977,15.977,17.971,1,2,2.803,2.803,4.412,1,3,1.451,1.451,2.702,1,1,1.675,1.675,3.135,1,1,2.963,2.963,4.313,1,3,1.397,1.397,2.515,1,2,0.983,0.983,2.321,1,1,1.482,1.482,2.918,1,2,1.009,1.009,2.324,1,71,50,4,1,1,4,4,3,3,2,4,4,2,1,5,1,4,3,3,8,1,1,1,2,1,1,3,,1,3,1,,,2,3,3,,,2,2,femminile,22,7,forbice,,,,,carta,,,carta,sasso,,,,carta,sasso,,forbice,,,,forbice,sasso,,,carta,,,forbice,,
2021-04-12 12:02:38,2021-04-12 12:16:17,0,93.45.94.19,100,818,1,2021-04-12 12:16:17,R_2CUulAGFj3QkSsj,,,,,45.4096069335938,11.8946990966797,anonymous,EN,Marta1,1,4.002,4.002,5.06,1,3,1.901,1.901,2.759,1,2,3.301,3.301,4.498,1,1,2.201,2.201,3.26,1,3,1.301,1.301,5.586,1,2,0.601,0.601,1.729,1,1,0.501,0.501,1.346,1,3,0.502,0.502,1.014,1,2,0.801,0.801,1.72,1,1,1.201,1.201,2.011,1,80,76,1,1,1,1,1,1,5,5,3,8,4,4,8,3,6,4,3,2,3,2,2,2,2,3,2,1,1,3,2,7,1,,,5,8,1,3,6,Femminile,23,38,sasso,,,forbice,,,,,sasso,,sasso,,carta,,,forbice,,,,forbice,,,,sasso,,sasso,,,forbice,
2021-04-12 12:18:25,2021-04-12 12:25:52,0,151.38.131.111,100,447,1,2021-04-12 12:25:53,R_2VezMpH6SagCEr1,,,,,45.5050048828125,9.21989440917969,anonymous,EN,Abre2705,2,2.068,2.068,2.934,1,2,1.035,1.035,1.576,1,2,0.995,0.995,1.576,1,2,0.846,0.846,1.444,1,2,0.597,0.597,1.254,1,2,0.528,0.528,1.052,1,1,1.773,1.773,2.101,1,1,1.558,1.558,2.024,1,1,0.868,0.868,1.283,1,2,0.454,0.454,0.922,1,20,70,6,4,6,2,4,5,3,3,8,4,3,3,8,3,3,4,8,3,2,2,2,2,2,6,3,1,5,6,6,1,2,2,2,5,3,2,4,7,Maschio,22,52,,,sasso,,,forbice,,,carta,,,sasso,,,carta,forbice,,,,forbice,,,carta,,forbice,,,forbice,,
2021-04-12 13:56:25,2021-04-12 14:05:43,0,93.41.44.172,100,558,1,2021-04-12 14:05:44,R_pJGgom8cy77I9Q5,,,,,45.5386047363281,10.2106018066406,anonymous,EN,arra1303,2,4.037,4.037,4.565,1,2,2.625,2.625,3.21,1,2,1.638,1.638,2.096,1,1,1.498,1.498,1.949,1,3,1.901,1.901,2.432,1,1,1.978,1.978,2.462,1,3,3.901,3.901,4.471,1,2,1.872,1.872,2.261,1,2,5.676,5.676,6.147,1,3,2.81,2.81,3.318,1,40,10,1,1,1,1,1,1,6,5,5,2,2,2,5,2,7,4,6,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,F,25,24,,,sasso,,,sasso,,,forbice,,carta,,sasso,,,,forbice,,,,carta,sasso,,,,forbice,,,,carta
2021-04-15 10:57:36,2021-04-15 11:02:45,0,79.49.18.203,100,308,1,2021-04-15 11:02:46,R_2P88nHu215LyaNw,,,,,45.4129943847656,11.8805999755859,anonymous,EN,anbu99,2,1.634,1.634,2.665,1,1,4.039,4.039,5.005,1,3,0.478,0.478,1.176,1,3,0.536,0.536,1.083,1,3,0.442,0.442,0.929,1,2,0.458,0.458,1.004,1,1,0.492,0.492,1.164,1,3,0.57,0.57,1.139,1,2,0.364,0.364,1.014,1,3,0.296,0.296,1.162,1,100,0,1,1,1,1,1,1,5,4,1,1,5,3,1,1,5,3,1,1,3,2,2,2,2,2,,10,,,,2,10,,,3,,10,0,,Maschio,22,45,,,carta,,carta,,sasso,,,carta,,,sasso,,,carta,,,,sasso,,,,carta,,carta,,,,carta
2021-04-15 10:57:37,2021-04-15 11:02:59,0,5.170.212.171,100,322,1,2021-04-15 11:02:59,R_2EoftumckSOKt74,,,,,45.4096069335938,11.8946990966797,anonymous,EN,dame1709,1,1.982,1.982,3.079,1,3,0.933,0.933,1.94,1,1,0.616,0.616,1.296,1,2,0.523,0.523,1.33,1,1,0.586,0.586,1.412,1,3,1.151,1.151,2.04,1,2,0.616,0.616,1.745,1,2,0.63,0.63,1.357,1,1,0.713,0.713,1.44,1,3,0.536,0.536,1.439,1,90,60,3,2,4,3,2,2,4,6,5,2,3,4,3,8,5,6,5,2,3,1,2,3,3,1,,,,,,,,,2,1,1,,1,5,Maschile,22,31,carta,,,forbice,,,,carta,,,,forbice,,sasso,sasso,,,forbice,sasso,,,forbice,,,forbice,,,,,carta
2021-04-15 11:00:41,2021-04-15 11:03:21,0,79.36.55.145,100,160,1,2021-04-15 11:03:22,R_3JqNK0oUxVEhV9W,,,,,45.5431060791016,11.54150390625,anonymous,EN,anmo2203,1,1.771,1.771,2.667,1,2,0.571,0.571,1.347,1,3,0.631,0.631,1.536,1,1,0.601,0.601,1.545,1,2,0.44,0.44,1.27,1,3,0.544,0.544,1.51,1,1,0.572,0.572,1.41,1,2,0.776,0.776,1.639,1,3,0.499,0.499,1.314,1,1,0.648,0.648,1.574,1,5,100,4,4,4,5,5,5,1,1,1,8,1,2,8,8,1,1,2,2,2,2,1,2,1,,0,,,,,,,,1,,,,,1,M,43,60,sasso,,,,,forbice,carta,,,,sasso,,,,forbice,,,carta,,sasso,,carta,,,,,Q209,,sasso,
2021-04-15 10:57:37,2021-04-15 11:03:28,0,93.45.92.99,100,351,1,2021-04-15 11:03:29,R_2QYQ8FDNIVwwzL6,,,,,45.4096069335938,11.8946990966797,anonymous,EN,vevi1702,3,3.179,3.179,4.111,1,1,1.377,1.377,2.141,1,1,0.394,0.394,1.119,1,3,0.694,0.694,1.53,1,2,1.067,1.067,2.08,1,1,2.377,2.377,3.433,1,3,0.876,0.876,1.664,1,3,0.937,0.937,1.669,1,2,0.685,0.685,1.506,1,1,0.735,0.735,1.727,1,45,60,4,3,3,3,3,2,6,3,3,8,5,3,3,8,6,5,3,8,3,2,2,2,2,4,2,,,1,2,,,2,3,2,,,4,6,femmina,22,23,,forbice,,,carta,,,carta,,carta,,,,,carta,,sasso,,,,carta,,,sasso,,forbice,,,forbice,
2021-04-15 10:57:37,2021-04-15 11:03:30,0,151.61.172.51,100,352,1,2021-04-15 11:03:30,R_ZK0k2ZyUffQmw6d,,,,,45.9781036376953,12.3054962158203,anonymous,EN,Emam1208,1,13.499,13.499,14.549,1,2,0.87,0.87,1.982,1,2,0.571,0.571,1.487,1,1,0.695,0.695,1.458,1,3,0.623,0.623,1.519,1,2,0.46,0.46,1.288,1,1,0.58,0.58,1.541,1,2,0.637,0.637,1.519,1,3,0.529,0.529,1.253,1,1,0.566,0.566,1.402,1,60,41,3,3,3,3,5,4,3,3,1,8,2,,1,2,3,3,1,8,2,1,1,1,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,Femmina,23,22,carta,,,,,forbice,,,sasso,,forbice,,forbice,,,carta,,,,sasso,,sasso,,,,,Q209,,carta,
2021-04-15 10:57:38,2021-04-15 11:03:42,0,95.236.189.122,100,364,1,2021-04-15 11:03:43,R_1eyEe5qj34JfUep,,,,,45.4096069335938,11.8946990966797,anonymous,EN,anvi1007,3,3.556,3.556,4.961,1,1,1.854,4.973,6.286,2,1,0.86,0.86,2.176,1,2,1.347,1.347,2.308,1,3,1.358,1.358,2.849,1,1,0.907,1.342,2.848,2,2,1.558,1.558,2.784,1,1,0.953,2.283,2.841,2,1,2.998,2.998,4.412,1,2,2.141,2.141,3.247,1,50,61,1,1,1,1,1,1,3,5,1,3,4,4,8,3,4,4,3,3,2,2,2,1,1,2,1,1,,,2,2,2,2,3,2,,,,,femmina,27,49,,sasso,,,forbice,,,carta,,,,forbice,carta,,,,sasso,,carta,,,,sasso,,sasso,,,sasso,,
2021-04-15 10:57:38,2021-04-15 11:03:43,0,151.95.112.53,100,365,1,2021-04-15 11:03:44,R_DJ3kG5sqzmzjjTX,,,,,45.4096069335938,11.8946990966797,anonymous,EN,mave1610,3,4.305,5.377,5.699,2,2,3.157,3.157,4.003,1,2,6.225,6.225,7.002,1,1,0.816,0.816,1.67,1,1,0.829,0.829,1.656,1,3,1.831,1.831,2.688,1,2,1.29,1.29,2.038,1,3,0.631,0.631,1.522,1,1,0.448,0.448,1.301,1,1,0.4,0.4,1.281,1,70,80,4,3,4,3,3,3,2,3,8,3,1,1,3,8,2,4,8,3,2,1,2,2,3,3,1,0,0,2,1,0,1,1,1,2,1,8,1,4,maschio,21,60,,carta,,,,carta,,,sasso,,carta,,,carta,sasso,,,carta,sasso,,,,,sasso,forbice,,,,forbice,
2021-04-15 10:57:39,2021-04-15 11:04:18,0,109.118.118.250,100,398,1,2021-04-15 11:04:18,R_3j1W8HD1trazaih,,,,,44.6535034179688,10.923095703125,anonymous,EN,nc1980,2,1.501,6.662,10.273,2,2,0.748,0.748,2.143,1,2,0.956,0.956,2.83,1,2,0.977,0.977,2.049,1,2,0.7,0.7,1.759,1,2,0.801,0.801,4.573,1,2,1.166,1.166,2.397,1,2,0.813,0.813,1.973,1,2,0.92,0.92,2.102,1,2,0.908,0.908,2.081,1,70,,1,1,1,1,1,1,3,3,4,2,2,2,4,2,2,2,2,1,2,2,3,1,1,8,,1,,,,,1,,6,7,,,4,,uomo,22,32,,,forbice,,,sasso,,,sasso,,,carta,,,forbice,forbice,,,forbice,,,sasso,,,,forbice,,forbice,,
2021-04-15 10:57:38,2021-04-15 11:04:26,0,31.27.180.136,100,408,1,2021-04-15 11:04:27,R_26m7yii0jmgKLS4,,,,,45.7203979492188,12.4622955322266,anonymous,EN,gimo0912,2,1.604,1.604,3.251,1,1,1.756,1.756,2.971,1,2,0.883,0.883,2.02,1,3,0.81,0.81,2.022,1,1,0.976,0.976,2.172,1,3,1.087,2.575,4.245,2,2,0.836,0.836,2.618,1,3,0.861,3.05,4.257,2,2,1.288,1.288,2.641,1,1,0.92,0.92,2.237,1,6,100,1,1,1,1,1,1,4,4,8,2,3,1,8,3,4,2,2,3,2,1,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,maschio,21,35,,,sasso,,carta,,,,carta,carta,,,,carta,sasso,,,forbice,sasso,,,,,forbice,,carta,,,sasso,
2021-04-15 10:57:39,2021-04-15 11:04:38,0,93.35.182.16,100,419,1,2021-04-15 11:04:39,R_C39bzgQBpUCOFlD,,,,,38.1298980712891,13.3276062011719,anonymous,EN,dcpa0712,1,6.102,6.102,8.371,1,2,5.56,5.56,7.008,1,1,2.852,2.852,4.229,1,2,4.236,7.034,8.145,2,1,2.005,2.005,3.093,1,1,0.986,0.986,2.235,1,3,1.098,1.098,2.313,1,3,0.993,0.993,2.19,1,3,0.921,0.921,2.018,1,3,0.872,0.872,1.992,1,71,20,1,1,1,1,1,1,6,5,8,2,3,3,4,2,7,5,4,2,3,2,2,3,3,10,,,,,,,,1,3,,,,,3,maschio,21,16,sasso,,,,,forbice,,sasso,,,,sasso,,forbice,sasso,,sasso,,,,sasso,,,forbice,,,sasso,,,carta
2021-04-15 10:57:36,2021-04-15 11:04:39,0,62.170.205.70,100,423,1,2021-04-15 11:04:40,R_03f0QqpntpvZ2Eh,,,,,45.6139984130859,9.19760131835938,anonymous,EN,datr2109,2,1.029,1.029,2.339,1,1,0.749,0.749,1.636,1,3,0.574,0.574,1.496,1,1,0.542,3.232,4.316,4,3,0.823,0.823,2.082,1,1,1.164,1.164,2.497,1,1,0.482,0.482,1.775,1,3,14.362,14.362,16.052,1,2,0.739,2.864,4.811,3,1,0.734,0.734,1.843,1,10,20,3,3,3,3,3,5,5,4,8,8,3,3,3,2,6,5,3,8,3,2,4,2,1,3,1,,,,,,,,1,3,,,,,M,24,30,,,carta,,forbice,,carta,,,,sasso,,sasso,,,,sasso,,,sasso,,,,carta,,carta,,,carta,
2021-04-15 10:57:38,2021-04-15 11:04:41,0,151.95.123.87,100,422,1,2021-04-15 11:04:41,R_9NAPznXP365g18J,,,,,45.4096069335938,11.8946990966797,anonymous,EN,lupd0101,2,1.644,1.644,2.992,1,2,0.829,0.829,1.975,1,3,1.552,1.552,2.398,1,3,1.41,1.41,2.753,1,3,1.512,1.512,2.241,1,3,0.802,0.802,1.846,1,3,0.662,0.662,1.73,1,3,0.715,0.715,2.038,1,3,0.817,0.817,1.702,1,3,1.207,1.207,2.092,1,50,50,5,2,6,3,2,4,3,3,3,3,2,2,3,3,4,4,8,3,2,1,1,1,1,0,,,,,,,,,,,,,,,M,25,10,,,carta,,,sasso,forbice,,,sasso,,,carta,,,,,carta,,,forbice,,,forbice,,,Q209,,,forbice
2021-04-15 10:57:53,2021-04-15 11:04:42,0,95.232.254.212,100,408,1,2021-04-15 11:04:42,R_1IGecYk0XzP8umM,,,,,45.6618041992188,12.2427978515625,anonymous,EN,matr1410,3,9.801,9.801,11.199,1,3,1.668,1.668,3.199,1,3,1.085,1.085,2.134,1,3,0.758,0.758,2.065,1,3,0.582,0.582,1.567,1,3,0.702,0.702,1.584,1,3,0.546,0.546,1.412,1,1,0.902,0.902,1.953,1,1,0.619,0.619,1.493,1,2,0.338,0.868,1.901,2,30,70,3,2,1,4,4,2,4,3,3,3,4,3,4,8,4,3,5,2,2,1,1,1,2,4,,0,,,,,,2,,2,,,,,maschio,23,33,,forbice,,carta,,,forbice,,,forbice,,,forbice,,,,,sasso,,,sasso,,carta,,carta,,,sasso,,
